23/07/2017 07:49,43912,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:49,46850,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:49,57752,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:50,64450,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:50,86301,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:50,98437,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:50,99218,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:50,95854,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:50,89662,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:50,74625,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:51,44192,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:51,29811,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:51,37965,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:51,62890,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:51,82283,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:51,90360,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:51,96957,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:51,96145,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:51,84772,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 07:51,73168,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 08:03,44795,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 08:03,46725,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
23/07/2017 08:03,53723,10.10.3.16 CPU,,,,,true,,0,0,0,0,0,0,0
